"","men_Pt004_RPLCneg","men_Pt007_RPLCneg","men_Pt008_RPLCneg","men_Pt010_RPLCneg","men_Pt013_RPLCneg","men_Pt020_RPLCneg","men_Pt025_RPLCneg","men_Pt027_RPLCneg","men_Pt047_RPLCneg","men_Pt060_RPLCneg","men_Pt063_RPLCneg","men_Pt068_RPLCneg","men_Pt074_RPLCneg","men_Pt089_RPLCneg","men_Pt095_RPLCneg","men_Pt110_RPLCneg","men_Pt116_RPLCneg","woman_Pt003_RPLCneg","woman_Pt005_RPLCneg","woman_Pt019_RPLCneg","woman_Pt022_RPLCneg","woman_Pt032_RPLCneg","woman_Pt036_RPLCneg","woman_Pt038_RPLCneg","woman_Pt044_RPLCneg","woman_Pt055_RPLCneg","woman_Pt058_RPLCneg","woman_Pt070_RPLCneg","woman_Pt085_RPLCneg","woman_Pt086_RPLCneg","woman_Pt087_RPLCneg","woman_Pt092_RPLCneg","woman_Pt105_RPLCneg","woman_Pt113_RPLCneg","woman_Pt119_RPLCneg","woman_Pt122_RPLCneg","woman_Pt123_RPLCneg","woman_Pt164_RPLCneg","woman_Pt170_RPLCneg","men_HCW011_RPLCneg","men_HCW012_RPLCneg","men_HCW036_RPLCneg","men_HCW059_RPLCneg","men_HCW067_RPLCneg","men_HCW237_RPLCneg","men_HCW282_RPLCneg","men_HCW564_RPLCneg","men_HCW574_RPLCneg","men_HCW578_RPLCneg","woman_HCW002_RPLCneg","woman_HCW008_RPLCneg","woman_HCW019_RPLCneg","woman_HCW035_RPLCneg","woman_HCW045_RPLCneg","woman_HCW080_RPLCneg","woman_HCW099_RPLCneg","woman_HCW103_RPLCneg","woman_HCW105_RPLCneg","woman_HCW114_RPLCneg"
"Label","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","COVID","HC","HC","HC","HC","HC","HC","HC","HC","HC","HC","HC","HC","HC","HC","HC","HC","HC","HC","HC","HC"
"325.1834@625.85","1410663.55791","1147686.63236","1204459.15932","2690806.21757","2894077.63617","537462.5956","2227084.69531","989937.40108","604982.60435","717555.10369","2163165.37258","853861.06639","3157738.5757","3012864.66064","1370429.45262","701733.56886","686956.05363","1117147.99782","812842.78114","3664241.59787","2915332.84642","1572377.32598","979089.61562","1168781.52607","516731.71056","2100892.72567","1669598.11427","725721.22662","704685.07116","1871443.92928","1440340.39965","637022.97166","536263.52851","1047107.21729","3093349.75777","529817.67568","950832.64648","586890.67975","496903.75524","2232100.79201","684017.99482","1611936.31341","1890620.36693","1389696.05896","808016.98843","1309000.38476","753781.98133","1767925.02696","510290.80271","612802.87111","642138.63927","1468962.38292","572585.92416","1171448.89095","552053.83328","3631269.96613","576175.3708","1623724.59052","572283.57347"
"325.184@375.59","3413955.51571","3821413.10725","3483991.11543","3554002.46727","3114925.13511","3034913.87237","3095235.46026","5818567.23575","3226520.38695","3189641.8128","3373180.87973","3286207.33628","3054656.55878","3073915.87259","4275676.51073","3173252.28674","3353971.8054","3661455.30179","3270766.40144","4121688.6862","3079479.98615","3196608.22975","3730625.68549","3563297.73653","3131134.11629","3232702.37284","3983145.00101","3332860.48287","3295214.64283","3188680.37035","3335445.55343","5242392.49725","3151487.04419","5991982.88381","2906129.64767","3619542.99165","3420270.37552","3301857.51094","3124940.1459","3239583.12556","4933286.24377","3606833.36587","3171574.7661","3381818.24416","3369359.27699","3299815.07574","3403869.70719","3265970.92265","3202184.25567","3256573.95492","3570149.13482","3427493.28604","3309081.10828","3498215.62478","3225484.06447","3091314.63421","3194982.40625","3320952.68734","3224687.70105"
"325.184@484.18","5972768.57398","5346466.14919","6427504.28647","8950969.27638","6503487.36376","3279677.65211","6652024.99906","5335533.73517","3844668.71319","3427864.91478","6757934.33457","4492070.13877","7736196.54492","9390744.23275","6413980.65559","3776620.2888","4003452.41363","5112319.4718","3975511.62636","7849776.64868","9259230.66746","6019985.37457","4818870.68272","4903161.265","3315909.92425","7026835.95294","5949026.96563","3801321.43623","4194381.07787","6555760.41798","5843562.82256","3304903.36435","3434258.1841","4791303.77395","7555014.83783","3275680.08717","4608185.75662","3166429.66993","3094305.00178","7958894.02234","3673998.52572","6194081.55977","6677652.95217","6696906.95842","4473437.47888","5567603.03703","4487713.3799","7004528.43682","3166221.32624","3780641.89629","3949434.09735","6351677.43557","3832079.58519","5627792.08749","3983328.98506","8203000.54789","3573030.46262","6222454.91061","3598311.63928"
"325.1841@522.9","8427154.5309","6493956.8376","7428167.27368","139885.82515","252165.72149","2620207.57797","8993922.9486","4819583.702","4075408.2983","3762869.12173","9082809.54722","5326751.25226","28011141.12788","27154461.51978","7678963.70934","3375030.88814","4343260.7613","6324989.15034","4589410.71963","298579.67354","155508.96285","8093429.43836","5719511.55636","5503409.30586","2629948.61116","92864.69135","44098.55211","4715787.78895","3955330.66003","8823340.69547","7615510.25959","2898037.55056","3776648.25945","5405044.5209","27058470.64298","3588012.4483","5175907.39414","3253016.62838","3144662.22465","24217546.31954","3869273.57491","49743.80377","160341.59179","7388618.45308","4466013.84161","6626888.00161","4345746.91508","8804408.76313","3103658.06648","3580776.38686","3035702.59139","7836117.6683","3262984.42774","6948339.2131","3701442.19384","28152454.31133","2864238.87471","51612.23559","3556046.12282"
"325.1842@511.33","62263.35304","8673468.40761","82130.70519","14074984.93203","13728645.60552","6876858.19935","78345.78765","8045007.77029","17320764.28992","7426584.84706","36285701.49839","9755823.01973","13905808.07598","13930810.66202","67900.5417","7587544.95397","7525896.3546","24735064.23564","7680678.91584","14324372.76521","13525878.31971","57681.62725","40669.40043","12142744.23458","6699832.40921","99234.3025","58421.46555","19250470.05314","7362492.35928","34776115.91055","30568356.57792","6610621.30479","16034066.36843","8966900.73125","13823609.02799","15393291.26531","8934477.53344","7154925.36485","7305454.91422","13197021.49166","7876943.98448","73892.99271","36036440.10113","70722.41137","8319034.482","68765.92074","12142285.32915","144969.03685","6748527.31248","7265619.87529","7109226.32797","66802.56436","7585250.84208","27352989.53196","7400837.33894","123449.62273","6942614.96719","76748.38588","7340027.48646"
"326.0869@63.93","40.18766","17.97009","57937.63259","354034.62458","231.27772","108776.18607","57.83103","14.04935","36857.00612","30.71252","23.85121","2824.68715","9498.88917","86081.03905","0","12.4157","5311.54455","60985.08016","4452.378","166090.50589","39961.30529","14.7028","3142310.85689","9317.30306","173996.03173","3757.3742","155608.87549","93272.78252","164.01794","76245.26698","15.02953","2406.31023","17.31664","130818.52064","1716.77175","78783.43679","411.44611","877.51703","47072.10008","64.24848","66.65271","29.40561","72033.63111","7.18804","54.56374","39.1233","5.88112","37.90056","45.74206","6.53458","11.10878","144.74093","56.85084","62582.32482","13535.88644","90.83065","25.29992","15.35626","9.47514"
"326.1864@602.43","669131.39475","461493.74344","159886.20929","698548.72472","1006414.82831","213616.0639","1123471.61158","311134.1608","216475.18504","261860.98893","42047.16178","233172.60267","887549.44239","1064447.49917","502726.89492","107717.38611","273485.192","204149.29305","215035.55382","1113546.82538","311752.58511","532075.71895","253852.35343","208779.61292","10617.3659","376234.58171","417049.85065","334035.21009","127705.67084","395844.00885","316595.27967","201341.91985","108388.54906","261827.57426","1183197.20529","149044.59434","175655.84386","221469.23057","138361.13037","433162.2881","116684.02609","50964.0828","87621.14602","492046.74792","367974.10327","158493.3148","103984.24433","600741.79391","126060.59011","215325.67405","13017.08851","493953.52382","150040.84672","381130.06568","92277.8936","504132.46117","194451.37983","33574.21837","81236.41644"
"326.1864@625.78","278100.58891","230370.3872","241349.89871","544680.94819","593770.26604","106868.27655","445397.55404","198726.04383","122144.81405","144448.80751","432277.6312","170241.78037","688917.12247","600413.24466","281687.21001","140814.92289","143542.44994","221524.4043","168561.77818","730543.11549","628145.43872","323748.8115","176407.44122","230866.4134","115031.97317","440172.38574","334509.41843","151055.69487","143223.4845","373104.93323","291160.667","127190.78692","106067.58323","206495.62999","640561.43478","110392.63306","188410.59694","119641.68907","99243.07114","452554.58609","134589.64454","332970.00813","384389.02877","272637.49364","155842.77414","268566.15327","146965.77754","350116.27497","112095.21436","121093.2324","128310.80332","295798.71283","117596.72801","236381.77626","110337.11448","738305.8026","114820.69844","332601.19979","111307.90448"
"326.1864@570.04","1348290.68677","515212.75547","404716.75301","1317956.66957","845733.37153","160353.6711","466693.98337","286224.39486","185375.71053","248345.47086","649282.91962","290206.78321","429062.57262","392444.62417","625986.40575","209614.67493","238626.08712","279348.37035","307682.93695","1255965.10703","1156818.13405","508426.28848","318445.28174","347984.77815","164402.01114","685330.97784","670065.68859","244754.84492","670941.04677","666180.66272","266815.06625","92558.19043","160315.7012","169975.90038","1082843.97426","159678.98334","195341.49733","178201.95289","199660.10557","709061.6059","204471.43945","513022.43696","631782.90747","533037.22728","175259.7689","899529.64559","249256.99882","612998.93062","186566.38461","188073.07207","190594.86781","439541.94927","186864.6638","31333.31192","98980.81291","1023307.78219","167435.14987","565620.75126","176205.70096"
"326.1868@375.58","713549.27922","800517.96057","724673.48842","753544.02751","650457.31788","629904.67798","643376.21125","1239416.79269","664784.84319","654537.60018","702583.91914","680310.33605","639458.28781","643146.70796","903717.52535","665603.2379","707594.13376","763650.37527","683544.71377","865036.97027","637109.54598","670128.35704","778178.74243","745240.32839","653016.81057","677947.28784","833978.56048","704483.52734","684897.86861","665965.31299","693235.12539","1122342.91998","661156.35796","1284797.08392","594546.23396","764716.98957","718908.03694","691772.73532","653625.86498","675288.50283","1042365.84229","759694.97262","660154.84901","708574.83725","699623.03558","684899.34605","716821.18239","680332.67853","668444.2367","676720.7443","746352.35615","715682.32355","690216.44124","734128.17102","667618.67601","658282.53878","676270.35963","689833.18812","676346.41251"
"326.1869@511.29","2824204.90144","5341143.42468","5954173.29538","5161173.7312","5067984.83644","3240925.60317","7455913.25627","4500123.90974","1499322.88247","1536575.40331","7554074.88839","3248188.8866","5189214.08769","5169551.50486","1981645.78836","1588974.3013","1531769.24254","1803986.89804","1583374.9158","5316472.98052","5019485.23688","6616040.90236","5014046.26181","1800914.37994","1392524.77837","4699484.61136","6714707.45129","3934832.33369","1551974.66026","7186248.38004","6362265.53501","1412937.57261","1394103.69432","2113274.48577","5116028.55468","3181778.65967","1767055.53384","3511500.34383","3352451.61962","4806066.52062","1812147.22068","6897666.55717","7524510.48454","2099391.21879","2986289.59776","2736859.51493","3831197.6372","6861336.74728","1364955.08723","3668580.31078","1640415.86854","2148282.07566","2498890.62204","2028431.68119","1561941.39037","5415546.40014","1421318.13867","7066248.8921","3546128.0138"
"326.7706@137.97","13980.07766","12490.0283","13582.52948","12646.9057","15338.43646","10668.8285","14632.69939","11189.23132","12118.73773","10497.63271","14035.0997","11531.74593","14404.10451","14984.1534","13049.85209","7362.70769","10182.49137","11143.09357","12509.30841","17057.77497","13685.82958","12697.41351","11789.86234","10728.71165","10396.32846","13329.81014","11744.11067","11694.42598","11549.29098","8123.05502","6777.50239","11623.02114","12612.03535","11154.27318","8949.55217","11370.96602","10812.3602","11717.12607","9419.6956","13804.74735","12872.38331","13932.07168","12920.02663","14310.59312","12679.96837","11172.60762","12884.26251","13944.70226","11059.38259","11142.49716","12213.26894","11868.4743","10753.15838","10601.62187","9571.45852","17617.60774","12338.56518","13330.9268","10251.92787"
